b: {FlightNum: int,Origin: chararray,Dest: chararray,Diverted: int}
(2058,DFW,SJU,1)
(2061,FLL,LAX,1)
(2092,SEA,STL,1)
(61,JNU,YAK,1)
(61,SEA,JNU,1)
(151,OTZ,OME,1)
(164,SEA,LAS,1)
(301,SJC,PDX,1)
(311,LGB,SEA,1)
(335,LGB,SEA,1)
(510,SEA,SAN,1)
(702,PDX,PHX,1)
(708,TUS,IAH,1)
(1692,EWR,MCO,1)
(1676,IAH,PHL,1)
(855,EWR,STL,1)
(342,IAH,TUL,1)
(385,SEA,IAH,1)
(1117,IAH,SNA,1)
(1001,IND,IAH,1)
(1807,TPA,IAH,1)
(1936,IAH,MSY,1)
(1031,IAH,SAN,1)
(1115,SJU,IAH,1)
(225,EWR,CLE,1)
(1738,EWR,SAT,1)
(639,MIA,EWR,1)
(647,ORD,IAH,1)
(1849,FLL,IAH,1)
(1789,DTW,IAH,1)
(6276,CVG,ERI,1)
(7828,IAD,HPN,1)
(6215,CVG,ACY,1)
(7208,IAD,LGA,1)
(6122,MEM,CVG,1)
(6170,CVG,GSO,1)
(7788,RDU,IAD,1)
(7811,JFK,IAD,1)
(575,BDL,ATL,1)
(677,ATL,SAT,1)
(2470,FLL,BOS,1)
(376,OAK,ATL,1)
(450,DEN,DFW,1)
(452,ORD,PHL,1)
(453,ORD,OMA,1)
(455,MHT,ORD,1)
(469,SEA,SFO,1)
(492,LAX,DFW,1)
(492,LAX,DFW,1)
(500,OMA,ORD,1)
(514,SAT,ORD,1)
(514,SAT,ORD,1)
(537,ORD,DFW,1)
(562,ORD,BUF,1)
(597,PBI,ORD,1)
(622,ORD,DCA,1)
(629,DCA,ORD,1)
(673,LGA,ORD,1)
(680,ORD,LGA,1)
(696,ORD,LGA,1)
(711,MCO,ORD,1)
(732,ORD,FLL,1)
(741,CLT,ORD,1)
(776,MSY,IAD,1)
(924,LAX,IAD,1)
(924,LAX,IAD,1)
(1012,ORD,LGA,1)
(1069,MIA,ORD,1)
(1074,ORD,BUF,1)
(1089,DFW,DEN,1)
(1106,DEN,MSP,1)
(1107,IAD,ORD,1)
(1110,ORD,ATL,1)
(1115,ATL,ORD,1)
(1142,ABQ,DEN,1)
(1186,MSY,ORD,1)
(1199,IAD,MSY,1)
(1206,DFW,ORD,1)
(1206,ORD,RSW,1)
(1206,ORD,RSW,1)
(1206,ORD,RSW,1)
(1208,ORD,MSP,1)
(1254,DEN,IAH,1)
(1265,PHL,ORD,1)
(1283,FLL,ORD,1)
(1283,FLL,ORD,1)
(1287,MCO,ORD,1)
(1287,ORD,STL,1)
(522,CLT,BWI,1)
(712,DTW,CLT,1)
(1070,IND,CLT,1)
(1086,PBI,CLT,1)
(384,TPA,DCA,1)
(696,RSW,DCA,1)
(855,MSY,DCA,1)
(1024,FLL,DCA,1)
(1420,PBI,DCA,1)
(135,PIT,DEN,1)
(843,CLT,DFW,1)
(871,CLT,DFW,1)
(991,PHL,DFW,1)
(756,CLT,EWR,1)
(334,PIT,IAH,1)
(1224,PIT,LGA,1)
(1009,CLT,MCI,1)
(983,CLT,MIA,1)
(1214,CLT,MYR,1)
(1212,PHL,ORF,1)
(166,PIT,PHL,1)
(228,TPA,PHL,1)
(502,ORD,PHL,1)
(668,LAS,PHL,1)
(776,RDU,PHL,1)
(783,PVD,PHL,1)
(1293,BUF,PHL,1)
(764,DFW,PIT,1)
(781,PIT,SEA,1)
(57,CLT,SFO,1)
(1470,PHL,SJU,1)
(245,DCA,TPA,1)
(906,BWI,HOU,1)
(1825,CMH,PHX,1)
(20,HRL,HOU,1)
(2323,LAX,BWI,1)
(915,PHX,BWI,1)
(708,ISP,MCO,1)
(1305,ISP,TPA,1)
(1223,HOU,BNA,1)
(791,BDL,MDW,1)
(2290,HOU,ELP,1)
(554,BHM,HOU,1)
(17,DAL,HOU,1)
(31,DAL,HOU,1)
(35,DAL,HOU,1)
(2720,JAN,HOU,1)
(126,LAS,BUR,1)
(27,DAL,HOU,1)
(1703,MCI,TUL,1)
(2147,SAN,MDW,1)
(1261,TUL,HOU,1)
(353,ISP,PBI,1)
(1869,LAX,MCI,1)
(271,TUL,DAL,1)
(1370,TUL,HOU,1)
(1825,CMH,PHX,1)
(1356,LAS,MCI,1)
(949,TPA,MHT,1)
(257,PBI,ISP,1)
(1073,BHM,LAS,1)
(308,MCO,MCI,1)
(1104,TPA,ISP,1)
(232,FLL,BWI,1)
(26,HOU,DAL,1)
(995,HOU,LAX,1)
(401,MCO,BWI,1)
(1013,MCO,BWI,1)
(2669,STL,HOU,1)
(166,BWI,STL,1)
(100,AUS,DAL,1)
(1929,BHM,SDF,1)
(1522,BUF,PHX,1)
(1588,MDW,STL,1)
(791,BDL,MDW,1)
(983,BHM,MDW,1)
(1973,BNA,LAS,1)
(1918,MCI,BNA,1)
(472,PHX,STL,1)
(642,PVD,MDW,1)
(2005,PVD,MDW,1)
(3929,RDU,MDW,1)
(3842,BNA,LAS,1)
(626,ABQ,MSP,1)
(648,IAH,DTW,1)
(650,MCI,DTW,1)
(687,PHL,MSP,1)
(694,DFW,DTW,1)
(698,DFW,DTW,1)
(716,MSP,BOS,1)
(859,MSY,MSP,1)
(881,TPA,MEM,1)
(935,ORD,MEM,1)
(965,GRR,MEM,1)
(999,DTW,MIA,1)
(1030,MSP,RDU,1)
(1155,MSP,IAH,1)
(1163,GPT,MEM,1)
(1164,MCI,MEM,1)
(1169,BNA,MSP,1)
(1190,LAS,DTW,1)
(1518,CVG,DTW,1)
(1597,MEM,DEN,1)
(1688,AUS,DTW,1)
(1802,BIS,MSP,1)
(1816,DTW,HPN,1)
(1851,BOS,MEM,1)
(1851,MEM,IAH,1)
(1855,MBS,MSP,1)
(1899,ABE,DTW,1)
(1903,FLL,MSP,1)
(5140,LGA,CAE,1)
(5849,DSM,CVG,1)
(5529,ABE,ATL,1)
(5672,DSM,ATL,1)
(5187,CVG,IAH,1)
(5530,ABE,CVG,1)
(5582,DAB,CVG,1)
(5800,IAD,CVG,1)
(5413,BNA,LGA,1)
(5262,RIC,CVG,1)
(5205,CVG,DTW,1)
(5648,CVG,STL,1)
(5433,JAX,CVG,1)
(5814,CVG,ISP,1)
(5512,RDU,CVG,1)
(5466,ORD,CVG,1)
(5845,MEM,CVG,1)
(5170,ATL,FWA,1)
(5414,BNA,CVG,1)
(5436,LGA,JAX,1)
(5249,ATL,SYR,1)
(5290,CAK,ATL,1)
(5131,CVG,MSN,1)
(5678,SLC,TUL,1)
(5170,FWA,ATL,1)
(5170,FWA,ATL,1)
(5627,MYR,CVG,1)
(5249,SYR,ATL,1)
(5651,JFK,STL,1)
(5249,SYR,ATL,1)
(5344,MSP,CVG,1)
(5084,BUF,ATL,1)
(5828,JFK,LEX,1)
(5245,CVG,ICT,1)
(5867,CVG,OMA,1)
(5552,JFK,PWM,1)
(5225,ATL,MKE,1)
(5552,JFK,PWM,1)
(5234,ATL,CHO,1)
(6010,CEC,SMF,1)
(6192,SFO,ACV,1)
(3852,COS,OKC,1)
(6222,SFO,LAX,1)
(3995,GEG,TWF,1)
(6034,LAX,LAS,1)
(6841,AUS,IND,1)
(6852,FSD,CID,1)
(3900,SLC,IDA,1)
(3891,GTF,HLN,1)
(6836,MEM,CID,1)
(2933,AGS,EWR,1)
(2750,CHS,EWR,1)
(2829,IAH,SDF,1)
(3393,RIC,IAH,1)
(2765,RDU,IAH,1)
(2081,CVG,IAH,1)
(2131,CLE,STL,1)
(2031,CLE,STL,1)
(2488,COS,IAH,1)
(3265,DFW,IAH,1)
(2435,SDF,EWR,1)
(2544,LEX,IAH,1)
(3221,IAH,STL,1)
(2511,CLT,IAH,1)
(2199,EWR,OMA,1)
(2463,STL,IAH,1)
(2705,LCH,IAH,1)
(2271,IAH,MKE,1)
(3439,MEM,EWR,1)
(2774,DAY,EWR,1)
(2514,MDW,CLE,1)
(2295,OMA,IAH,1)
(2333,COS,IAH,1)
(2499,PIT,IAH,1)
(2379,EWR,SDF,1)
(2571,IND,IAH,1)
(2777,PBI,IAH,1)
(2575,EWR,ORF,1)
(2445,PHX,IAH,1)
(2098,BRO,IAH,1)
(2120,CLE,DFW,1)
(2031,CLE,STL,1)
(2309,IAH,OMA,1)
(2450,EWR,DAY,1)
(2873,ATL,IAH,1)
(2435,SDF,EWR,1)
(2659,PIT,IAH,1)
(2034,CLE,MCI,1)
(2394,MSP,EWR,1)
(2559,ICT,IAH,1)
(2388,AGS,IAH,1)
(2840,HRL,IAH,1)
(2335,SDF,EWR,1)
(16,SFO,JFK,1)
(18,SFO,JFK,1)
(28,SFO,JFK,1)
(112,LAX,ORD,1)
(251,MCO,ORD,1)
(251,ORD,DEN,1)
(290,SFO,ATL,1)
(317,PHL,ORD,1)
(325,OKC,DEN,1)
(327,BWI,ORD,1)
(353,BOS,DEN,1)
(354,SNA,DEN,1)
(371,DTW,ORD,1)
(423,PDX,SFO,1)
(617,ATL,IAH,1)
(972,ATL,EWR,1)
(2554,TPA,JFK,1)
(529,ATL,HOU,1)
(551,ATL,IAH,1)
(750,TUS,ATL,1)
(225,SLC,HNL,1)
(234,LAX,ATL,1)
(266,ATL,BOS,1)
(417,FLL,ATL,1)
(422,MDW,ATL,1)
(1604,SLC,DTW,1)
(259,ATL,OMA,1)
(723,PBI,CVG,1)
(1158,ATL,PHL,1)
(1252,ABQ,CVG,1)
(1488,LAS,CVG,1)
(701,ATL,SDF,1)
(559,ATL,ORD,1)
(439,ATL,AUS,1)
(950,ATL,ORD,1)
(4139,ATL,MYR,1)
(4220,ATL,JFK,1)
(4253,JAX,DFW,1)
(4262,DFW,DEN,1)
(4309,DFW,CRP,1)
(4435,ATL,MKE,1)
(4450,VPS,DFW,1)
(4506,DFW,JFK,1)
(4579,DFW,RDU,1)
(4649,ATL,MLU,1)
(4843,ATL,GPT,1)
(4872,SHV,ATL,1)
(4910,SNA,DFW,1)
(468,ATL,BWI,1)
(784,MCO,PHL,1)
(856,ATL,MSP,1)
(909,PHF,ATL,1)
(465,ROC,BWI,1)
(105,ATL,DFW,1)
(22,ATL,MDW,1)
(790,PHX,PDX,1)
(307,JFK,LAX,1)
(293,PIT,PHX,1)
(732,LAS,SAN,1)
(868,EWR,LAS,1)
(722,LAS,ORD,1)
(842,RDU,PHX,1)
(12,PHX,JFK,1)
(778,LAS,BWI,1)
(687,PHX,EWR,1)
(3257,DFW,GGG,1)
(3471,DFW,BTR,1)
(3527,DFW,HOU,1)
(3626,CLE,DFW,1)
(3746,LIT,DFW,1)
(3768,GSP,DFW,1)
(3772,AMA,DFW,1)
(3794,FWA,DFW,1)
(3812,ABI,DFW,1)
(3917,ORD,ICT,1)
(3948,BMI,ORD,1)
(3951,LIT,ORD,1)
(3954,MEM,ORD,1)
(3961,LIT,ORD,1)
(3999,ORD,BNA,1)
(4065,ORD,TVC,1)
(4092,ORD,SYR,1)
(4103,CLT,ORD,1)
(4103,CLT,ORD,1)
(4146,ORF,ORD,1)
(4181,ORD,GRB,1)
(4208,SWF,ORD,1)
(4217,ORD,CMI,1)
(4231,IAD,ORD,1)
(4244,DSM,ORD,1)
(4252,TYS,ORD,1)
(4264,MEM,ORD,1)
(4289,CVG,ORD,1)
(4290,BNA,ORD,1)
(4297,SYR,ORD,1)
(4344,PIT,ORD,1)
(4349,MSN,MQT,1)
(4350,CMH,ORD,1)
(4360,BNA,ORD,1)
(4371,MDT,ORD,1)
(4405,TYS,ORD,1)
(4845,LGA,DTW,1)
(4846,CMH,LGA,1)
(4914,LGA,MDW,1)
(4943,LGA,DTW,1)
(4951,LGA,DCA,1)
(138,MSP,ORD,1)
(149,ORD,MSP,1)
(233,DCA,DTW,1)
(279,DTW,MEM,1)
(290,MEM,DTW,1)
(292,MEM,DTW,1)
(326,LAX,DTW,1)
(330,DTW,RSW,1)
(330,DTW,RSW,1)
(332,LAX,DTW,1)
(393,DTW,SNA,1)
(440,GEG,MSP,1)
(555,MSP,DEN,1)
(97,SJC,OGG,1)
(170,LAX,MIA,1)
(285,LAX,LIH,1)
(306,DFW,BOS,1)
(353,LGA,ORD,1)
(374,ORD,LGA,1)
(409,SEA,DFW,1)
(409,SEA,DFW,1)
(411,DCA,DFW,1)
(428,ORD,CLE,1)
(437,JFK,DFW,1)
(489,LGA,MCI,1)
(532,SMF,DFW,1)
(532,SMF,DFW,1)
(539,ATL,ORD,1)
(698,SFO,STL,1)
(702,DEN,ORD,1)
(712,DFW,LGA,1)
(772,ORD,HPN,1)
(801,FLL,ORD,1)
(804,FLL,LGA,1)
(825,FLL,DFW,1)
(853,DCA,DFW,1)
(854,LAS,STL,1)
(855,MCO,DFW,1)
(874,STL,SJU,1)
(1158,DFW,DTW,1)
(1172,SJC,AUS,1)
(1185,EWR,DFW,1)
(1209,BDL,DFW,1)
(1209,BDL,DFW,1)
(1302,DFW,IND,1)
(1349,DCA,ORD,1)
(1366,DFW,BNA,1)
(1372,SAT,ORD,1)
(1403,MIA,ORD,1)
(1403,MIA,ORD,1)
(1452,BNA,LGA,1)
(1455,MCO,DFW,1)
(1513,ORD,DEN,1)
(1577,BWI,MIA,1)
(1579,IND,DFW,1)
(1584,SLC,ORD,1)
(1584,SLC,ORD,1)
(1602,ELP,ORD,1)
(1629,ATL,DFW,1)
(1695,CLT,DFW,1)
(1695,CLT,DFW,1)
(1717,MIA,ORD,1)
(1721,DCA,ORD,1)
(1730,BNA,ORD,1)
(1891,BOS,ORD,1)
(1897,MIA,ORD,1)
(1897,MIA,ORD,1)
(1897,MIA,ORD,1)
(1941,JFK,MIA,1)
(1944,SJU,ORD,1)
(1944,SJU,ORD,1)
(1944,SJU,ORD,1)
(1953,DCA,ORD,1)
(1962,ORD,RDU,1)
(2067,MEM,DFW,1)
(2328,DFW,ORD,1)
(2473,IAH,DFW,1)
(2806,DFW,STL,1)
(2806,DFW,STL,1)
(2,SEA,DCA,1)
(9,MCO,SEA,1)
(16,SEA,MIA,1)
(45,ANC,BET,1)
(145,FAI,BRW,1)
(489,SNA,SEA,1)
(520,SEA,SAN,1)
(554,PDX,SAN,1)
(195,JFK,LAS,1)
(97,JFK,DEN,1)
(217,JFK,LAX,1)
(219,JFK,LAX,1)
(107,JFK,OAK,1)
(171,JFK,SMF,1)
(549,SFO,EWR,1)
(578,SAT,IAH,1)
(121,ATL,IAH,1)
(447,ORD,IAH,1)
(149,FLL,IAH,1)
(1047,ORD,IAH,1)
(48,OGG,IAH,1)
(1607,TPA,IAH,1)
(1406,SEA,IAH,1)
(1129,IAH,DTW,1)
(1137,EWR,DFW,1)
(1059,DCA,IAH,1)
(1733,LGA,IAH,1)
(1487,MCO,IAH,1)
(769,LAS,EWR,1)
(1827,SAN,EWR,1)
(1157,EWR,ATL,1)
(1784,FLL,CLE,1)
(1185,EWR,ORD,1)
(685,MCI,IAH,1)
(1777,PHL,IAH,1)
(396,LAS,IAH,1)
(884,PHX,IAH,1)
(644,IAH,CLE,1)
(783,BOS,IAH,1)
(447,ORD,IAH,1)
(1034,PHX,EWR,1)
(177,PHL,IAH,1)
(246,IAH,ORD,1)
(1421,CLE,DEN,1)
(1107,LAX,IAH,1)
(194,LAX,IAH,1)
(783,BOS,IAH,1)
(354,SMF,IAH,1)
(1559,DCA,IAH,1)
(23,EWR,IAH,1)
(1151,EWR,ATL,1)
(1821,ATL,IAH,1)
(617,MSY,EWR,1)
(1877,PHL,IAH,1)
(1707,TPA,IAH,1)
(246,IAH,ORD,1)
(1206,PDX,IAH,1)
(186,SNA,EWR,1)
(1558,IAH,DCA,1)
(477,RSW,EWR,1)
(184,ABQ,IAH,1)
(783,BOS,IAH,1)
(828,PHX,IAH,1)
(1228,SNA,IAH,1)
(1139,EWR,DFW,1)
(1848,SLC,EWR,1)
(727,BWI,IAH,1)
(6155,DCA,JFK,1)
(6280,PHL,JFK,1)
(7209,ALB,IAD,1)
(7785,DAY,IAD,1)
(7432,ORD,HPN,1)
(7546,TYS,IAD,1)
(7536,ICT,ORD,1)
(7654,SYR,ORD,1)
(7305,ORD,CAE,1)
(7433,HPN,ORD,1)
(7325,CHS,ORD,1)
(7327,CHS,ORD,1)
(7353,CLT,ORD,1)
(7425,HPN,ORD,1)
(7612,PWM,ORD,1)
(7343,CAE,ORD,1)
(7604,ORF,ORD,1)
(7616,PWM,ORD,1)
(7426,ORD,HPN,1)
(6270,CVG,MEM,1)
(7302,CAE,ORD,1)
(442,MSY,CVG,1)
(552,SAT,CVG,1)
(1053,BDL,ATL,1)
(1593,ATL,RSW,1)
(1788,ATL,BOS,1)
(1508,DFW,LGA,1)
(269,PIT,ATL,1)
(348,PHX,ATL,1)
(376,OAK,ATL,1)
(404,MCI,ATL,1)
(528,SEA,ATL,1)
(650,ALB,ATL,1)
(1069,CMH,ATL,1)
(1276,PDX,ATL,1)
(1424,CAE,ATL,1)
(1781,RDU,ATL,1)
(1800,SLC,IAD,1)
(1861,CLE,ATL,1)
(1036,ATL,SLC,1)
(468,ORD,ATL,1)
(482,SAN,DEN,1)
(517,IAD,ORD,1)
(534,ORD,BOS,1)
(537,ORD,DFW,1)
(683,ORD,IAH,1)
(756,DEN,IAH,1)
(775,ORD,IAH,1)
(840,LAX,JFK,1)
(842,MIA,IAD,1)
(1082,DEN,DFW,1)
(1082,DEN,DFW,1)
(1252,SJC,DEN,1)
(1271,ORD,OMA,1)
(1548,LAS,IAD,1)
(1573,IAD,TPA,1)
(1577,IAD,TPA,1)
(1406,CLT,BWI,1)
(210,MIA,CLT,1)
(227,BOS,CLT,1)
(208,CLT,DCA,1)
(871,CLT,DFW,1)
(1081,PIT,DFW,1)
(1109,PHL,DFW,1)
(1426,PHL,DFW,1)
(1461,CLT,DFW,1)
(538,CLT,EWR,1)
(897,CLT,IAH,1)
(229,CLT,JAX,1)
(1281,CLT,JAX,1)
(617,PHL,LAS,1)
(625,PIT,LAS,1)
(625,PIT,LAS,1)
(642,PHL,LAS,1)
(957,PHL,MCO,1)
(739,LGA,MSY,1)
(156,DEN,PHL,1)
(156,DEN,PHL,1)
(196,SFO,PHL,1)
(294,BWI,PHL,1)
(301,IND,PHL,1)
(301,IND,PHL,1)
(932,MSY,PHL,1)
(964,ORD,PHL,1)
(966,CLT,PHL,1)
(115,PHL,SEA,1)
(453,PHL,TPA,1)
(453,PHL,TPA,1)
(1973,BNA,LAS,1)
(1025,PHX,BWI,1)
(978,PVD,PHL,1)
(170,SAT,DAL,1)
(2781,SAT,LAS,1)
(59,LIT,DAL,1)
(1886,MSY,DAL,1)
(2432,MSY,DAL,1)
(1844,BWI,MCO,1)
(507,BHM,MCO,1)
(47,DAL,HOU,1)
(49,DAL,HOU,1)
(725,LAS,ALB,1)
(1406,LAS,HOU,1)
(1419,LAS,HOU,1)
(1029,MHT,MCO,1)
(1252,LAS,MHT,1)
(668,PHX,DTW,1)
(2684,BWI,MCO,1)
(590,BWI,SAN,1)
(23,DAL,HOU,1)
(1497,LAS,ORF,1)
(736,LAS,STL,1)
(2238,MHT,BNA,1)
(1939,LIT,PHX,1)
(1503,PHX,MCO,1)
(1825,CMH,PHX,1)
(351,STL,OMA,1)
(1111,MDW,HOU,1)
(810,MSY,TPA,1)
(810,TPA,JAX,1)
(1722,BWI,MDW,1)
(935,MCO,AUS,1)
(500,MDW,DTW,1)
(2196,PHX,ONT,1)
(36,HOU,DAL,1)
(1528,PHX,HOU,1)
(2171,RDU,MCO,1)
(1179,BWI,BNA,1)
(66,HRL,HOU,1)
(42,DAL,ELP,1)
(1042,ABQ,SLC,1)
(440,ABQ,MCO,1)
(2422,STL,HOU,1)
(905,BNA,PHX,1)
(1807,MDW,HOU,1)
(1063,TUL,HOU,1)
(141,DAL,IAH,1)
(38,HRL,HOU,1)
(1201,LAS,PHX,1)
(61,LBB,DAL,1)
(66,HRL,HOU,1)
(826,LAS,SAT,1)
(1042,ABQ,SLC,1)
(1890,AUS,HOU,1)
(2613,BWI,TPA,1)
(8,HOU,DAL,1)
(744,CMH,LAS,1)
(42,HOU,DAL,1)
(757,DTW,MSP,1)
(765,SYR,DTW,1)
(880,MEM,TPA,1)
(891,DTW,BOS,1)
(923,MSP,HNL,1)
(923,MSP,HNL,1)
(975,MSP,AUS,1)
(1040,MSP,CLT,1)
(1150,IAH,MSP,1)
(1170,MSP,BNA,1)
(1170,MSP,BNA,1)
(1258,MSP,IAD,1)
(1263,IAD,MSP,1)
(1274,BOI,MSP,1)
(1439,DTW,DFW,1)
(1574,DTW,CLT,1)
(1584,DTW,JAX,1)
(1698,GRR,MCO,1)
(1714,MSP,DCA,1)
(1716,MKE,DTW,1)
(1744,BNA,DTW,1)
(1788,AUS,DTW,1)
(1814,MEM,ORD,1)
(1856,MEM,BWI,1)
(1963,PVD,MSP,1)
(5301,RDU,MCO,1)
(5094,BIL,CVG,1)
(5875,SLC,OKC,1)
(5560,MCO,GSO,1)
(5143,SYR,ATL,1)
(5430,LGA,JAX,1)
(5076,BUF,ATL,1)
(5783,HPN,ATL,1)
(5360,ROC,ATL,1)
(5382,CHS,CVG,1)
(5082,JFK,ATL,1)
(5143,SYR,ATL,1)
(5130,MSN,CVG,1)
(5057,SHV,CVG,1)
(5048,CVG,ORF,1)
(5719,BTV,CVG,1)
(5304,CVG,MIA,1)
(5321,MHT,ATL,1)
(5409,BNA,CVG,1)
(5734,SCE,CVG,1)
(5553,ORF,CVG,1)
(5287,CAK,ATL,1)
(5429,JAX,CVG,1)
(5144,SYR,CVG,1)
(5332,AVP,ATL,1)
(5402,MCO,CVG,1)
(5201,DTW,CVG,1)
(5322,MHT,CVG,1)
(5610,GSP,CVG,1)
(5080,BUF,ATL,1)
(5711,BGM,CVG,1)
(5506,RDU,CVG,1)
(5363,ROC,CVG,1)
(5134,CAE,CVG,1)
(5160,CMH,CVG,1)
(5541,CHS,JFK,1)
(5219,MCO,DCA,1)
(5806,GSP,LGA,1)
(5325,CVG,HVN,1)
(5523,CVG,SRQ,1)
(5162,CMH,DCA,1)
(5162,CMH,DCA,1)
(5413,BNA,LGA,1)
(5785,HPN,ATL,1)
(5648,CVG,STL,1)
(5789,CVG,SYR,1)
(5009,LGA,RDU,1)
(5022,FLL,DCA,1)
(5350,BOS,DCA,1)
(5189,CVG,IAH,1)
(5189,CVG,IAH,1)
(5116,MLB,ATL,1)
(5716,SGF,CVG,1)
(5365,ROC,ATL,1)
(5435,JAX,LGA,1)
(5649,STL,SLC,1)
(5392,CHS,LGA,1)
(5037,CVG,LGA,1)
(5127,BHM,LGA,1)
(5689,GRR,ATL,1)
(5815,ISP,ATL,1)
(5551,PWM,LGA,1)
(5441,LGA,JAX,1)
(5721,CVG,BTV,1)
(5437,JAX,LGA,1)
(5597,ATL,GSP,1)
(5403,CVG,HVN,1)
(5375,ATL,CAK,1)
(5138,CAE,LGA,1)
(5403,CVG,HVN,1)
(5736,CVG,SCE,1)
(3794,COS,AUS,1)
(6664,DEN,SLC,1)
(3928,OAK,SMF,1)
(4005,SMF,TWF,1)
(9572,MLU,BPT,1)
(6826,AUS,IND,1)
(6453,SFO,SMF,1)
(3653,WYS,IDA,1)
(3690,CPR,OGD,1)
(3791,PDX,TWF,1)
(4014,BZN,IDA,1)
(6462,SFO,TWF,1)
(6570,LAX,PIH,1)
(6636,BIS,GJT,1)
(6647,FSD,MTJ,1)
(6700,SGF,GJT,1)
(6706,FAR,GJT,1)
(6776,MLI,MTJ,1)
(6795,MEM,GJT,1)
(9533,SAT,IAH,1)
(9533,IAH,SAT,1)
(2090,BHM,IAH,1)
(3391,ICT,IAH,1)
(2824,BHM,EWR,1)
(2834,IAH,PNS,1)
(2517,IAH,SAV,1)
(2874,DAB,EWR,1)
(3400,MFE,IAH,1)
(3439,MEM,EWR,1)
(2517,SAV,EWR,1)
(2743,MKE,IAH,1)
(2841,CAE,IAH,1)
(2079,BNA,IAH,1)
(2388,AGS,IAH,1)
(2499,PIT,IAH,1)
(2861,EWR,MSP,1)
(2203,TUL,IAH,1)
(3301,DSM,IAH,1)
(3404,COS,IAH,1)
(3205,IAH,HRL,1)
(2598,SDF,IAH,1)
(3391,ICT,IAH,1)
(3474,EWR,ACK,1)
(3268,IAH,CLT,1)
(2128,GSP,IAH,1)
(2575,BNA,EWR,1)
(2611,CLT,IAH,1)
(3305,SLC,IAH,1)
(2187,GSP,IAH,1)
(2581,CMH,IAH,1)
(2715,CRW,IAH,1)
(2746,GRR,IAH,1)
(2889,JAX,IAH,1)
(2488,COS,IAH,1)
(2125,ORF,CLE,1)
(2116,DAY,IAH,1)
(2784,HRL,IAH,1)
(3310,CMH,IAH,1)
(2790,MCI,IAH,1)
(2339,IAH,DSM,1)
(2723,GSO,IAH,1)
(2931,CVG,IAH,1)
(2841,CAE,IAH,1)
(2679,CHS,IAH,1)
(2650,IAH,TLH,1)
(2637,SHV,IAH,1)
(2627,MAF,IAH,1)
(2549,LIT,IAH,1)
(2507,IAH,MAF,1)
(2523,IAH,DFW,1)
(3344,EWR,CLT,1)
(2641,OKC,IAH,1)
(2865,RIC,IAH,1)
(2215,LGA,CLE,1)
(2120,CLE,DFW,1)
(2671,DSM,IAH,1)
(3312,ATL,IAH,1)
(70,SFO,EWR,1)
(70,SFO,EWR,1)
(80,LAX,EWR,1)
(81,EWR,LAX,1)
(196,PDX,IAD,1)
(198,SAN,DEN,1)
(266,DEN,PHL,1)
(277,MCO,LAX,1)
(315,ORD,SAT,1)
(355,PVD,ORD,1)
(392,ORD,MDT,1)
(444,OAK,ORD,1)
(453,ORD,OMA,1)
(178,SJU,ATL,1)
(223,JAX,ATL,1)
(301,ATL,DEN,1)
(473,ATL,PHL,1)
(1807,ATL,TUL,1)
(310,LAX,JFK,1)
(323,CVG,PDX,1)
(372,PBI,CVG,1)
(930,ATL,EWR,1)
(940,CVG,DCA,1)
(1046,CVG,DCA,1)
(1894,ATL,DCA,1)
(2036,MCO,LGA,1)
(1658,ATL,MOB,1)
(1808,SNA,SLC,1)
(381,LGA,DFW,1)
(1225,DFW,SFO,1)
(1462,SLC,DFW,1)
(1523,PHL,ATL,1)
(610,PHX,ATL,1)
(843,DCA,ATL,1)
(856,LAS,ATL,1)
(1029,MDW,ATL,1)
(1065,RIC,ATL,1)
(1076,VPS,ATL,1)
(1089,LGA,ATL,1)
(1119,EWR,ATL,1)
(1242,SAN,DFW,1)
(1407,CVG,SRQ,1)
(856,LAS,ATL,1)
(1568,CHS,ATL,1)
(707,ATL,FLL,1)
(1201,PVD,ATL,1)
(1983,SJU,MCO,1)
(1063,CVG,EWR,1)
(688,ATL,LGA,1)
(212,SAN,ATL,1)
(1016,IAH,ATL,1)
(1025,DFW,SLC,1)
(1462,SLC,DFW,1)
(1804,SFO,ATL,1)
(675,ATL,ELP,1)
(4126,CAE,ATL,1)
(4251,BHM,DFW,1)
(4265,IND,ATL,1)
(4266,CAE,DFW,1)
(4364,BHM,DFW,1)
(4365,ATL,GPT,1)
(4384,MGM,DFW,1)
(4400,HSV,DFW,1)
(4408,SBN,ATL,1)
(4416,DFW,MGM,1)
(4455,DFW,LBB,1)
(4489,SNA,DFW,1)
(4492,DFW,HOU,1)
(4506,JFK,DFW,1)
(4511,CHS,DFW,1)
(4516,PFN,DFW,1)
(4566,SNA,SLC,1)
(4684,LYH,ATL,1)
(4723,ATL,MLU,1)
(147,BMI,MCO,1)
(107,ATL,DFW,1)
(856,ATL,MSP,1)
(863,MSP,ATL,1)
(281,BOS,ATL,1)
(559,BUF,ATL,1)
(189,DCA,ATL,1)
(753,PHL,FLL,1)
(273,BOS,ATL,1)
(337,PHL,ATL,1)
(176,RSW,ATL,1)
(627,MKE,TPA,1)
(397,LAS,DFW,1)
(50,LAS,JFK,1)
(3308,ILE,DFW,1)
(3486,BTR,DFW,1)
(3502,HSV,DFW,1)
(3504,BNA,DFW,1)
