flightnum,origin,dest
4691,JAX,RDU
4692,RDU,MCI
4714,RDU,JFK
4724,LGA,RDU
4807,CVG,LGA
4822,LGA,DSM
4825,LGA,XNA
4832,LGA,DTW
4840,XNA,LGA
4859,FNT,LGA
4915,CVG,LGA
4918,CMH,LGA
4922,MEM,LGA
132,MSP,ORD
143,ORD,MSP
149,SNA,MSP
151,MSP,RDU
230,DTW,DCA
244,DTW,FLL
244,DTW,FLL
246,DTW,FLL
268,PHX,DTW
326,LAX,DTW
326,LAX,DTW
330,DTW,LGA
338,LAX,DTW
343,DTW,SFO
346,SFO,DTW
365,MSP,SFO
370,DTW,BOS
379,BOS,DTW
399,BWI,MSP
439,TPA,MSP
459,MEM,MSP
467,DTW,ATL
499,IND,MSP
527,LGA,DTW
530,DTW,LGA
552,DEN,MSP
575,MIA,MSP
579,MCO,MSP
598,PDX,MSP
614,MSP,JFK
632,MEM,LGA
668,IND,LGA
706,MSP,CLE
738,MSP,DTW
755,DTW,MSP
760,MSP,DTW
761,DTW,MSP
766,DTW,SYR
766,MSP,DTW
781,MSP,LAS
934,MSY,MEM
948,MEM,MKE
948,MEM,MKE
962,MEM,FLL
995,DTW,MIA
1025,FLL,MSP
1029,FLL,MSP
1030,MSP,FLL
1030,MSP,FLL
1107,RSW,DTW
1152,MSP,HDN
1189,DTW,LAS
1198,LAS,DTW
1203,CLE,MSP
1276,BOI,MSP
1286,MSP,GRR
1287,GRR,MSP
1428,MSP,ATL
1430,MSP,ATL
1433,ATL,MSP
1459,MSP,STL
1541,RDU,MSP
1546,FNT,MCO
1627,DTW,IAH
1629,DTW,IAH
1634,SAT,MSP
1638,MSP,EGE
1638,MSP,EGE
1761,DTW,ORD
1761,PHL,DTW
2001,IAH,TYS
2006,ATL,SAT
2007,ATL,AUS
2017,ATL,CLE
2800,CID,MSP
2809,ORF,MSP
2824,CID,MSP
2825,IDA,MSP
2843,GFK,MSP
2865,MSP,DSM
2884,MSP,SUX
2889,MDT,MSP
2899,MSN,LGA
2901,AVL,MSP
2910,DTW,MCI
2931,AVP,DTW
2932,DTW,AVP
2945,DTW,HPN
2945,DTW,HPN
2949,DTW,LEX
2954,DTW,CID
2956,DTW,CID
2961,DTW,BGR
2966,BGR,DTW
2993,DTW,BGM
2996,XNA,DTW
2999,DCA,DSM
3700,DTW,DAY
3711,CAE,DTW
3714,DTW,OKC
3715,DTW,ROA
3719,DCA,GRR
3730,CHS,DTW
3731,ALB,DTW
3751,ERI,DTW
3752,LGA,FNT
4702,STL,MSP
4725,MSP,CLE
4726,FLL,IND
4731,IND,FLL
4742,MSP,RAP
4749,HLN,MSP
4749,HLN,MSP
4749,HLN,MSP
4764,MSP,MSN
4766,BDL,IND
4767,DTW,IND
4793,DCA,IND
5615,XNA,MSP
5633,MLI,MSP
5661,MSP,DAY
5677,MSP,PIT
5686,MSP,STL
5703,MEM,PIT
5705,MEM,PIT
5716,MLI,MEM
5725,MSN,MEM
5737,MEM,DFW
5787,GPT,MEM
5787,MEM,CLE
5788,MEM,CLE
5795,MEM,RDU
5814,DTW,ATW
5822,CMH,DTW
5825,DTW,SGF
5839,CWA,DTW
5840,DTW,ELM
5840,DTW,ELM
5844,DTW,ELM
5864,OMA,DTW
5867,OMA,DTW
5871,DTW,OMA
5884,DTW,TVC
5907,CLT,MEM
5923,MEM,BHM
5925,DFW,MEM
5929,MEM,PFN
5931,MEM,GRR
5954,MEM,SGF
5963,MEM,IAH
32,LAX,JFK
73,ORD,HNL
117,JFK,LAX
123,DFW,HNL
127,JFK,SAN
231,LAX,MIA
257,JFK,LAS
282,DFW,MCO
294,ORD,MIA
312,DFW,RSW
321,LGA,ORD
327,IAH,DFW
334,DFW,BNA
348,OMA,DFW
352,BUR,DFW
352,BUR,DFW
352,DFW,MCI
359,DFW,SNA
366,ORD,LGA
368,AUS,ORD
368,AUS,ORD
370,ORD,LGA
387,STL,SAN
388,BUR,DFW
390,MIA,DTW
398,ORD,LGA
465,DFW,SAN
474,DFW,ATL
492,ELP,DFW
493,DTW,DFW
527,BOS,MIA
578,SAN,DFW
580,SAN,ORD
602,STL,FLL
644,DEN,DFW
659,TPA,DFW
672,STT,MIA
701,DFW,PSP
721,LGA,DFW
731,LGA,DFW
736,DFW,LGA
739,LGA,DFW
759,LGA,DFW
762,DFW,LGA
775,LGA,MIA
779,ORD,SAN
785,LGA,DFW
795,MIA,STT
845,JAX,DFW
862,PBI,ORD
967,LAX,MIA
1001,DFW,IAH
1004,MIA,RDU
1008,PDX,DFW
1010,COS,DFW
1021,ORD,LAS
1093,RSW,ORD
1098,PHX,ORD
1102,MSY,DFW
1104,SNA,STL
1120,SJC,ORD
1133,BOS,DFW
1141,PBI,DFW
1150,LAS,DFW
1153,DFW,COS
1187,DCA,DFW
1191,LGA,MSP
1198,AUS,RDU
1204,ELP,DFW
1213,PHL,DFW
1216,DFW,MEM
1229,LGA,PBI
1256,MIA,LGA
1259,IAD,DFW
1281,BOS,DFW
1289,PHL,DFW
1290,STX,MIA
1292,ONT,DFW
1314,TUS,DFW
1328,SNA,DFW
1350,SJU,MIA
1359,ORD,ATL
1380,DFW,IND
1390,LAX,DFW
1393,ATL,DFW
1395,TPA,DFW
1408,RIC,DFW
1414,SEA,STL
1426,SJC,DFW
1429,DFW,SAN
1479,SJC,SNA
1488,DFW,DTW
1512,DFW,BHM
1521,BOS,ORD
1526,AUS,DFW
1530,MIA,LGA
1533,EWR,DFW
1543,BWI,DFW
1585,DFW,SEA
1587,PHL,DFW
1603,STL,SEA
1605,ORD,SAN
1675,DFW,SAN
1675,DFW,SAN
1675,DFW,SAN
1677,ORD,SNA
1722,SAN,ORD
1803,DFW,LAS
1807,MSP,ORD
1825,MIA,LAS
1827,BNA,DFW
1830,MIA,LAS
1848,SAN,DFW
1874,BUR,DFW
1876,MIA,LGA
1883,EWR,ORD
1914,LAS,DFW
1925,DFW,SLC
1937,BOS,SJU
1971,DCA,DFW
1997,RDU,DFW
2006,PDX,DFW
2022,BNA,LGA
2023,MCI,DFW
2193,DCA,DFW
2206,SNA,DFW
2207,DFW,EGE
2207,DFW,EGE
2229,DFW,HDN
2229,DFW,HDN
2252,JAC,ORD
2252,JAC,ORD
2253,ORD,JAC
2253,ORD,JAC
2268,PHX,ORD
2269,ORD,EGE
2287,DFW,EGE
2294,SNA,ORD
2306,EGE,DFW
2317,ORD,DFW
2328,DFW,ORD
2336,DFW,ORD
2378,EGE,ORD
2396,EGE,EWR
2397,EWR,EGE
2397,EWR,EGE
2398,EGE,MIA
2445,RSW,DFW
41,ITO,HNL
482,HNL,SNA
486,SAN,LIH
19,MCO,SEA
62,JNU,SIT
516,SEA,BUR
70,ANC,JNU
145,FAI,BRW
633,LAS,SEA
73,SIT,JNU
378,SFO,PSP
522,PDX,PSP
478,SEA,PSP
67,SIT,JNU
64,PSG,WRG
65,KTN,WRG
65,KTN,WRG
64,JNU,PSG
67,SIT,JNU
62,SIT,KTN
445,ONT,SEA
62,ANC,JNU
64,ANC,JNU
75,SEA,JNU
73,SIT,JNU
60,JNU,KTN
61,SEA,JNU
65,SEA,KTN
497,SNA,SEA
670,SEA,LAS
696,SEA,LAS
351,SFO,SEA
801,BOS,PDX
66,ANC,CDV
407,OAK,PDX
66,ANC,CDV
812,SEA,DFW
61,JNU,YAK
152,ANC,OME
422,SEA,SNA
151,OTZ,OME
11,EWR,SEA
61,SEA,JNU
73,SIT,JNU
153,ANC,OTZ
153,OME,ANC
152,OME,OTZ
153,OTZ,OME
152,OME,OTZ
12,SEA,BOS
151,ANC,OTZ
153,ANC,OTZ
526,SEA,SFO
384,SEA,SFO
506,SEA,ONT
339,SJC,SEA
445,ONT,SEA
70,ANC,JNU
485,LAX,SEA
192,LAS,JFK
44,MCO,JFK
908,ORD,JFK
137,ROC,JFK
181,JFK,SAN
740,PSE,JFK
471,BOS,SJC
352,BUR,JFK
1610,JFK,PWM
165,JFK,PDX
598,MCO,HPN
1206,RSW,HPN
1281,BOS,RIC
364,PBI,LGA
359,JFK,BUR
364,PBI,LGA
352,BUR,JFK
521,EWR,MCO
372,FLL,LGA
241,OAK,LGB
231,SLC,LGB
497,BOS,SEA
352,BUR,JFK
354,BUR,JFK
181,JFK,SAN
265,SMF,LGB
88,ONT,JFK
24,TPA,JFK
1082,CLT,JFK
1604,JFK,PWM
1133,SYR,JFK
24,TPA,JFK
181,JFK,SAN
866,MCO,BOS
453,BOS,FLL
352,BUR,JFK
69,JFK,FLL
217,JFK,LGB
377,LGA,FLL
52,JFK,BTV
357,JFK,BUR
120,MSY,JFK
580,PBI,HPN
1626,EWR,SAN
500,IAH,IND
1497,IAH,LAS
430,SFO,IAH
1488,IAH,DTW
1809,DTW,IAH
541,LAX,IAH
207,FLL,EWR
1576,SJC,IAH
1432,IAH,LGA
1057,LGA,CLE
657,PHL,IAH
244,IAH,CLE
1480,IAH,EGE
1798,IAH,ATL
1893,SMF,IAH
1844,IAH,CLE
345,CLE,IAH
245,CLE,IAH
556,LAX,CLE
1614,EGE,EWR
1480,IAH,EGE
1653,IAH,HDN
1568,PHX,CLE
1710,DFW,IAH
1883,STT,EWR
1751,SJU,IAH
1721,RSW,IAH
1858,EWR,EGE
1721,RSW,IAH
1458,ATL,IAH
1872,MCO,IAH
594,LAX,IAH
397,IAH,LAS
1722,FLL,EWR
36,MCO,EWR
594,LAX,IAH
606,IAH,TPA
1011,EWR,IAH
1626,EWR,SAN
1626,EWR,SAN
311,EWR,IAH
1077,PHL,IAH
386,SNA,EWR
761,SAT,EWR
196,LAS,IAH
152,IAH,EWR
482,IAH,BOS
1801,EWR,FLL
1013,RNO,IAH
758,OAK,IAH
416,SFO,IAH
1735,HDN,IAH
647,ORD,IAH
268,EWR,LAS
726,ONT,IAH
783,PHX,IAH
771,EWR,MTJ
539,MIA,EWR
696,LAS,IAH
155,PBI,EWR
480,LAS,CLE
1682,PHX,IAH
1653,IAH,HDN
1030,CLE,BOS
194,LAX,IAH
549,SFO,EWR
1098,DEN,IAH
132,SAN,IAH
844,RDU,EWR
1810,SMF,IAH
1614,EGE,EWR
308,PDX,IAH
1598,SNA,IAH
1098,DEN,IAH
1726,EWR,SAN
1142,EWR,DFW
1196,EWR,MDW
331,PBI,IAH
1802,EWR,TUS
377,RSW,EWR
1480,IAH,EGE
140,MCO,JFK
511,ATL,SAN
520,ATL,LGA
697,BOS,JFK
1033,CVG,SLC
1050,MSY,LGA
1264,SLC,MCO
1704,ATL,EWR
1831,PBI,BOS
1894,PBI,LGA
690,ATL,BOS
1661,ATL,EGE
1084,ATL,OAK
1213,DAY,ATL
1661,ATL,EGE
1736,HDN,ATL
842,ATL,DTW
1540,ATL,ABQ
469,ATL,MCI
695,ATL,DFW
1627,ATL,VPS
727,SEA,CVG
1152,TPA,CVG
1251,ATL,SEA
1661,ATL,EGE
1935,BOS,LGA
50,IAH,ATL
678,ATL,MIA
1599,ATL,RSW
1726,ATL,RIC
1736,HDN,ATL
1957,LGA,DCA
1273,ATL,HNL
1048,ATL,IAH
1051,LGA,MSY
65,ATL,LAS
421,JFK,LAS
703,MCO,LAS
1411,CVG,FLL
1427,ATL,FLL
1529,BDL,FLL
1774,FLL,LAS
1783,TPA,LGA
3178,DAL,MSY
36,HRL,HOU
1536,MCO,SAT
1114,PHX,LAX
1361,STL,PHX
2546,ABQ,STL
2374,BNA,RDU
15,BWI,BUF
179,BWI,STL
3178,BWI,STL
2891,CLE,STL
2474,CMH,STL
28,DAL,STL
253,DAL,STL
1330,DAL,STL
1487,DAL,STL
970,FLL,BUF
1463,LAS,CMH
1530,MCI,STL
1579,MCI,STL
1113,MCO,STL
2360,MDW,RDU
1176,MDW,SDF
57,MDW,STL
1620,MDW,STL
2983,MDW,STL
463,PHX,STL
1210,PHX,STL
534,SDF,STL
1550,SDF,STL
2114,TPA,BUF
1344,TUL,STL
2005,BWI,FLL
64,HRL,HOU
1354,IND,TPA
349,PHL,PIT
1561,PHX,HOU
351,SAN,HOU
253,SDF,TPA
384,SMF,SEA
3239,STL,FLL
101,BWI,CLE
1940,BWI,CMH
2797,BWI,CMH
1676,BWI,LIT
3571,BWI,PVD
29,HOU,TPA
1463,LAS,CMH
1657,MCO,BUF
1250,MDW,CMH
1545,PHX,CMH
3484,PIT,TPA
281,PVD,BNA
1525,STL,CMH
2387,STL,CMH
3241,STL,LIT
3505,STL,TPA
2545,TPA,CMH
3325,TPA,ISP
2892,BWI,CLE
2596,BWI,FLL
403,BWI,SDF
3262,FLL,BUF
3872,IND,PHX
2556,MCO,CMH
1034,MCO,PVD
3718,MDW,CMH
1,PHL,CMH
316,RSW,PHL
3104,STL,CMH
3522,TPA,CMH
2593,TPA,SDF
2118,PVD,MCO
3675,SJC,LAX
28,CRP,HOU
19,DAL,HOU
21,DAL,HOU
1683,FLL,HOU
44,HRL,HOU
490,JAN,HOU
1156,LAS,HOU
92,MSY,HOU
26,TPA,HOU
114,TUL,HOU
87,ABQ,DAL
713,AUS,DAL
1090,BHM,DAL
1150,DEN,BNA
74,ELP,DAL
2,HOU,DAL
8,HOU,DAL
10,HOU,DAL
3061,LBB,DAL
11,MCI,DAL
2980,MCO,MDW
1746,MDW,PDX
305,MDW,PHL
3328,MSY,DAL
2895,OKC,DAL
272,PHL,JAX
564,SAT,DAL
2990,SAT,DAL
2208,STL,DAL
7,TUL,DAL
2872,AUS,HOU
3395,BNA,HOU
3,DAL,HOU
5,DAL,HOU
201,DAL,HOU
1628,DAL,HOU
3748,DTW,MCO
8,HRL,HOU
56,HRL,HOU
3754,JAN,HOU
98,MAF,HOU
12,MCO,HOU
3835,MCO,PHL
291,ORF,LAS
125,RSW,PHL
10,TPA,HOU
1952,TUL,HOU
59,STL,LIT
459,HOU,PHX
2970,ISP,FLL
3572,LAS,CMH
565,MDW,CMH
499,STL,MCI
3072,LAS,RNO
749,SAT,LAS
1141,BWI,DEN
265,BNA,MCI
77,ABQ,DAL
420,ABQ,DAL
486,AMA,DAL
1393,AMA,DAL
399,AUS,DAL
1087,AUS,DAL
1093,BNA,AUS
1410,ELP,AUS
31,ELP,DAL
3683,ELP,HOU
16,HOU,DAL
18,HOU,DAL
20,HOU,DAL
24,HOU,DAL
26,HOU,DAL
28,HOU,DAL
30,HOU,DAL
1310,HRL,AUS
3582,LAX,AUS
15,LBB,DAL
35,LBB,DAL
3256,LBB,DAL
533,LIT,DAL
21,MAF,DAL
3599,MAF,DAL
19,MCI,DAL
25,MCI,DAL
706,MCI,DAL
1396,MSY,DAL
1422,MSY,DAL
275,PHX,LIT
441,SAT,DAL
991,SAT,DAL
1055,SAT,DAL
474,SEA,MDW
29,STL,DAL
3852,STL,DAL
59,STL,LIT
965,TUL,DAL
1136,TUL,DAL
264,BNA,OAK
218,BNA,SAN
616,LAS,LAX
505,LAX,BNA
1848,MCI,TPA
3415,SFO,LAX
805,BWI,DEN
3401,BWI,DEN
100,ISP,TPA
397,MCO,FLL
195,PHX,BUR
2274,TPA,MDW
2551,DAL,ELP
2184,FLL,MDW
2360,HOU,LAS
149,MCO,DTW
2575,MDW,FLL
1346,TPA,PBI
247,BNA,MCO
3239,FLL,BWI
315,MDW,SAN
3431,OAK,SAN
44,PHX,SAN
3679,SJC,SAN
1402,LAS,LAX
3046,BNA,SEA
2443,RNO,BOI
173,SJC,BUR
1746,FLL,MDW
1937,IAD,MDW
3746,LAX,BNA
3149,MCI,LAX
1972,LAX,MDW
982,MDW,PHX
33,DAL,HOU
445,DAL,TUL
151,IAD,MDW
398,MCO,MDW
2023,MHT,PHL
275,PHX,LIT
523,PHX,PDX
346,PIT,MDW
233,PIT,PHL
1100,PVD,MDW
59,STL,LIT
2845,IAH,TUL
2506,GPT,IAH
11,ABQ,ONT
11,MCI,ABQ
18,ABQ,ONT
18,SAT,ABQ
2,ABQ,SMF
2,OKC,ABQ
2,OKC,ONT
2,ONT,SMF
622,JAX,TYS
622,TYS,MCI
73,COS,ONT
73,OMA,COS
3098,RDU,IAH
2143,GSP,IAH
2574,IAH,XNA
2687,IAH,LIT
2563,STL,IAH
2640,EWR,GRR
2889,CMH,EWR
3049,TYS,IAH
2542,PSP,IAH
2592,IND,CLE
2084,COS,IAH
2719,PWM,EWR
2753,EWR,LIT
2789,EWR,RDU
2568,IAH,DSM
2022,IAD,CLE
2620,ICT,IAH
2522,RDU,IAH
2753,EWR,LIT
2886,TUL,IAH
2421,CLE,STL
2421,STL,IAH
2157,JAX,IAH
2345,BWI,CLE
2346,SLC,IAH
2603,PSP,IAH
2527,DCA,IAH
1229,BOS,EWR
2020,GSO,IAH
2458,BNA,IAH
2283,EWR,CLT
2163,ORD,CLE
2400,BDL,CLE
2136,IAH,RIC
2755,CLE,ATL
2348,ABE,CLE
2985,EWR,DTW
2409,EWR,MSN
2638,GPT,IAH
2396,EWR,DTW
2008,IAH,COS
2804,IAH,CHA
2635,MHT,CLE
2318,ORD,CLE
2533,PIT,IAH
2145,OMA,IAH
2809,BDL,EWR
2860,MKE,IAH
2527,DCA,IAH
2890,BTV,CLE
2816,MDW,CLE
2743,CLT,IAH
2041,IAH,MKE
2237,IAH,OKC
2000,ORD,IAH
2050,IAH,RIC
2497,IAH,ICT
3017,SYR,CLE
2344,ATL,CLE
2248,GSO,CLE
2709,DAL,IAH
2572,DFW,CLE
2105,IAH,GRR
2901,ORF,IAH
2646,MCI,IAH
2812,IAH,PNS
2851,EWR,MCI
2174,IAH,STL
2710,MAF,IAH
2485,ORF,IAH
2887,TUL,IAH
2968,MEM,EWR
3083,IAH,MKE
2962,IAH,COS
2358,BHM,IAH
2307,JAX,EWR
2843,OMA,EWR
2231,RSW,IAH
2398,IAH,ATL
2927,RSW,IAH
2563,STL,IAH
2918,IAH,VPS
2358,BHM,IAH
2039,CLE,MKE
3099,CLE,MKE
3097,PBI,IAH
2949,DTW,EWR
2724,BNA,EWR
2822,IAH,GSP
2865,DCA,CLE
3054,ROC,CLE
2586,IND,EWR
2584,DSM,IAH
2563,STL,IAH
2781,LGA,CLE
2078,IAH,BTR
2983,ALB,CLE
3153,MSP,IAH
2404,GSO,EWR
1245,MDW,EWR
7084,DEN,EGE
7423,MDT,ORD
2818,PHX,DSM
2812,PHX,OKC
2619,JFK,CLT
2916,PHX,COS
2917,SAT,LAS
2654,CLT,RIC
2617,CLT,BNA
2950,PHX,ASE
2725,PHX,SBA
2951,PHX,TEX
2645,CLT,ATL
2631,DTW,CLT
2629,JFK,CLT
2659,MDT,CLT
2694,PNS,CLT
2604,SDF,CLT
7085,ORD,COS
2920,PHX,COS
7193,IAD,AUS
7196,ORD,MLI
7437,ORD,SPI
2691,CLT,MEM
7347,ORD,BHM
7229,CAE,ORD
2779,MEM,PHX
7316,MBS,ORD
2950,PHX,ASE
7065,ATL,DEN
7157,IAD,IAH
7388,IAD,JAX
2827,MEM,PHX
7278,ORD,CLT
2946,PHX,MEM
2882,PHX,TEX
5207,JFK,CLE
5091,CVG,MIA
5199,CVG,MSP
5098,CLT,LGA
5131,LGA,CMH
5203,JFK,AUS
5611,BOS,PHL
5045,BOS,CMH
5122,CVG,LGA
5146,JAX,LGA
5232,ORD,JFK
5362,CVG,EWR
5376,CHS,LGA
5425,JAX,LGA
5563,BUF,CVG
5599,SAV,LGA
5694,BHM,LGA
4965,CVG,SAT
5606,BOS,PHL
5045,BOS,CMH
5203,JFK,AUS
5311,CVG,COS
4987,LGA,JAX
5121,CVG,DFW
5203,JFK,AUS
5314,CVG,CID
5539,JFK,CVG
5083,TPA,LGA
5242,CVG,PIT
5672,CHS,LGA
5071,CVG,MKE
5338,CVG,GRR
5696,DSM,CVG
5111,ATL,SGF
5211,CVG,ATL
4958,CVG,MSP
5038,CVG,AVP
5693,CVG,LAN
3820,SLC,HLN
6669,ORD,BIL
4080,SLC,GJT
5723,EUG,RDM
5861,ORD,GJT
5946,ORD,TUL
6710,LAX,GJT
3802,SLC,MSO
4068,SLC,AUS
5863,ORD,ICT
5560,SFO,LAX
5852,LAX,GJT
3786,BFL,FAT
4026,SLC,DTW
2582,PIT,GRB
2676,OMA,ATW
2878,MKE,AVP
3903,SLC,SMF
5831,ORD,ALB
6238,FWA,ORD
6238,ORD,FWA
6371,ORD,GJT
2555,PHL,GRR
2801,BWI,GRR
5485,PSP,ONT
5538,FAT,ONT
6371,ORD,DEN
5801,ORD,OKC
6656,DEN,SDF
6607,MEM,ICT
3682,SLC,TWF
3688,SLC,TWF
5490,SFO,LAX
2690,MSN,DSM
6371,ORD,DEN
6377,ORD,DAY
6620,DEN,GJT
2564,MKE,SDF
3703,SLC,TWF
3703,TWF,SLC
3810,TUL,GJT
3985,ATL,TUL
5863,ORD,XNA
6006,SFO,SMF
6133,DSM,GJT
6591,DEN,XNA
6632,DEN,ORD
3766,SLC,DEN
3774,SLC,DEN
4035,SLC,GJT
6021,ORD,GJT
6133,DSM,GJT
6378,SFO,DEN
6818,SFO,GJT
2556,MKE,CLE
4082,SLC,SGF
6434,LAX,TUS
3688,SLC,TWF
3703,SLC,TWF
4047,SLC,AUS
5496,SFO,SMX
5515,LAX,SFO
5560,SFO,LAX
5592,SAT,AUS
5801,ORD,SAT
5965,ORD,MCI
3696,SLC,TWF
3904,SLC,HLN
6590,DEN,LIT
4031,SLC,GJT
4035,SLC,GJT
4049,SLC,GJT
5889,DEN,GJT
5967,ORD,DEN
2531,BDL,GRB
2552,CMH,GRB
2654,CMH,GRR
5822,DEN,MBS
5927,HPN,PIA
5515,LAX,SFO
3696,SLC,TWF
5512,OXR,PSP
5516,IYK,PSP
5560,SFO,FAT
5711,SGU,PSP
5759,MOD,ONT
5871,ORD,MLI
6517,TUS,PSP
6523,PHX,ONT
5775,LAX,YUM
3810,SLC,HLN
4006,SLC,LBB
4027,CMH,ICT
3724,SLC,CYS
3977,SLC,GJT
4065,MSY,OKC
4080,SLC,GJT
4118,SLC,GJT
5732,GEG,BLI
6085,ORD,TVC
6371,ORD,DEN
6377,DEN,CYS
6714,DEN,DFW
6765,DEN,BIL
21,ORD,PSP
26,LAX,JFK
54,KOA,SFO
56,KOA,LAX
68,LIH,LAX
95,EWR,SFO
97,EWR,LAX
143,ORD,SFO
143,ORD,SFO
182,ORD,ATL
187,IAD,SFO
193,PHL,LAX
229,IAD,SAN
265,ORD,SLC
307,BWI,LAX
384,DEN,ATL
384,DEN,ATL
395,ORD,SAN
400,DEN,LGA
430,DEN,EWR
450,SNA,DEN
481,MHT,ORD
484,DEN,DCA
515,ORD,SMF
554,SLC,ORD
584,DEN,BOS
589,ORD,DFW
605,ORD,PDX
639,IAD,LAX
642,ORD,EWR
651,ORD,SAN
668,ORD,LGA
674,ORD,LGA
685,ORD,MSP
692,ORD,LGA
708,DEN,DFW
730,SNA,ORD
748,SFO,RNO
762,DEN,TUL
785,SFO,SAN
1101,ORD,DFW
1144,DEN,PIT
1164,SFO,SAN
1217,DEN,SJC
1243,ORD,DSM
1451,MCO,DEN
1452,ORD,FLL
1459,DEN,PHX
1498,ORD,FLL
1593,MCO,DEN
1594,ONT,DEN
1674,SJU,ORD
1105,CLT,DFW
179,DCA,LAS
1012,STT,PHL
1704,CLT,BDL
1017,CLT,PBI
965,PHL,SFO
1067,CLT,MIA
75,DCA,PHX
881,CLT,FLL
1025,CLT,MIA
1017,CLT,PBI
1905,DCA,FLL
2119,BOS,LGA
2197,BOS,LGA
1294,CLT,PVD
1291,CLT,TPA
771,DCA,FLL
1500,SAN,PHL
212,BWI,LAS
1910,CLT,LGA
943,DCA,PBI
44,PHX,DCA
1192,PHX,PHL
363,PHX,SMF
687,PHX,EWR
198,CLT,SAN
441,LAS,CMH
648,LAS,CMH
731,PHL,LAS
753,PHL,SEA
1231,BOS,CLT
1701,CLT,SFO
1894,JAX,CLT
1424,MCO,CLT
1890,MIA,CLT
1910,MYR,CLT
1868,PBI,CLT
1075,PHL,CLT
1147,PHL,SAN
304,PHX,CLT
1705,PIT,CLT
994,RSW,CLT
1175,SJU,CLT
1161,BOS,PHX
1479,DCA,PHX
531,FLL,LAS
400,JFK,PHX
1500,SAN,PHL
1888,MSY,PHL
26,OGG,PHX
1239,PHL,DFW
735,PHL,LAX
1421,PHL,LAX
540,PHX,DFW
173,MKE,PHX
1947,DCA,FLL
48,DCA,LAS
703,PHL,SFO
280,IAH,PHX
887,PHL,LAS
42,PHX,DCA
1061,PHL,FLL
257,PHL,PHX
204,SNA,LAS
1220,STT,LGA
1283,STT,PHL
753,PHL,SEA
526,PHX,RNO
710,DFW,PHL
194,SNA,PHX
780,CLT,LAS
715,PHL,LAX
919,CLT,FLL
1009,CLT,LAS
1149,CLT,SAV
1249,DCA,FLL
17,JFK,PHX
1012,STT,PHL
218,EWR,LAS
1,PHX,ORD
306,SAN,CLT
2639,IND,PHX
1862,JFK,FLL
31,JFK,LAX
453,ATL,DFW
1004,ATL,DFW
1295,ATL,DFW
516,ATL,LGA
1531,JFK,SLC
1819,RDU,ATL
1846,MCO,LGA
443,JFK,PHX
498,STT,ATL
1571,BWI,ATL
685,ATL,SEA
1271,JFK,MIA
1736,HDN,ATL
1829,ATL,FLL
557,CVG,SAN
1121,ATL,SAN
1447,SLC,SAN
1842,PBI,LGA
98,SAN,JFK
1791,LAX,TPA
1518,BDL,LAX
435,JFK,LAX
419,JFK,LAS
1400,ATL,VPS
65,ATL,LAS
498,STT,ATL
528,ATL,LGA
695,ATL,DFW
988,STT,ATL
4160,SRQ,ATL
4161,ROA,ATL
4173,GSO,ATL
4174,MDT,ATL
4185,AUS,ATL
4188,ATL,CLE
4203,ATL,TUL
4234,CAE,ATL
4247,ATL,LEX
4268,PWM,ATL
4270,GPT,ATL
4290,SGF,ATL
4315,LEX,ATL
4322,ATL,DAY
4329,ATL,AGS
4347,ATL,HHH
4358,ATL,MYR
4360,MOB,ATL
4377,SRQ,LGA
4399,TLH,ATL
4409,ATL,HPN
4415,ALB,ATL
4422,ATL,VPS
4426,ATL,MKE
4426,ATL,MKE
4431,MKE,ATL
4432,SYR,ATL
4440,ATL,MKE
4446,ATL,ALB
4460,FAY,ATL
4476,TYS,ATL
4493,EYW,ATL
4494,MLB,ATL
4496,ATL,ROA
4496,ATL,ROA
4556,ATL,OAJ
4559,LEX,ATL
4560,EYW,ATL
4560,EYW,ATL
4572,ATL,ATW
4581,FNT,ATL
4587,CVG,SGF
4587,CVG,SGF
4591,ATL,SCE
4627,ATL,GNV
4633,ATL,LIT
4639,ILM,ATL
4675,LFT,ATL
4687,XNA,ATL
4719,MDT,ATL
4724,DHN,ATL
4729,VPS,ATL
4747,TUL,ATL
4754,ATW,ATL
4779,HPN,ATL
4779,HPN,ATL
4782,BMI,ATL
4793,CAE,LGA
4794,ATL,TLH
4798,ATL,LIT
4798,ATL,LIT
4814,IAD,ATL
4837,SBN,ATL
4850,GNV,ATL
4903,ICT,ATL
4912,ATL,CAK
4918,ATL,CAK
386,DEN,FLL
380,DEN,FLL
448,DEN,PHL
232,DEN,BNA
793,DEN,PDX
725,DCA,DEN
352,LGA,MCO
659,PBI,HPN
758,PHL,FLL
555,ATL,BUF
849,ATL,MCO
559,BUF,ATL
202,CAK,ATL
694,DTW,ATL
1903,FLL,GPT
255,FNT,ATL
296,HOU,ATL
63,IAD,ATL
776,LAS,ATL
58,LAX,ATL
307,MCO,ATL
624,MCO,PHL
23,MDW,ATL
376,MIA,ATL
404,MKE,ATL
548,STL,ATL
121,TPA,ATL
55,ATL,LAX
566,MDW,MIA
695,ATL,MLI
918,BOS,RSW
958,BWI,FLL
660,HPN,PBI
211,PHF,FLL
753,PHL,FLL
595,SWF,PBI
702,ATL,DAY
265,ATL,FNT
382,ATL,LGA
459,BWI,MCO
724,BWI,TPA
892,FNT,TPA
293,HOU,ATL
668,HPN,MCO
718,IAD,MCO
202,LGA,CAK
